PATH,BEGBAT,ENDBAT,CALLTR,MEDTYP,BAND,MEDCODE,OFFCD,ADVTN,PRODN,INVDAT,ESTCODE,INVNO,BRODMN,ADVTC,PRODC,RUNDAT,TIMEDAY,TYPE,COPYID,RATE,NETWORK,GROBIL,AGYCOM,NETDUE,NETTAX,Comment,Rejected,ICOST,PayeeName,Address1,Address2,Verified,Image_Name,SEQNO
,,,,,,,,,,,,,,,,200302,0448PM,30,GWATDS4R600,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200302,0529PM,30,GWATDS4R600,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200302,0557PM,30,GWATDS4R600,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200302,0626PM,30,GWATDS4R600,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0638AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0823AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0925AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0954AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0425PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0551PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0653PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0621AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0723AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0757AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0858AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0355PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0448PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0526PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0552PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0624AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0701AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0739AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0837AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0354PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0422PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0454PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0627PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0651PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0643AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0800AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0859AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0931AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0400PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0425PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0522PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0630PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0658AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0744AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0824AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0957AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0426PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0551PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0629PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0655PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0622AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0723AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0844AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0954AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0354PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0426PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0524PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0551PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0620AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0655AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0853AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0925AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0449PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0523PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0556PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0655PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0643AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0724AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0806AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0830AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0355PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0423PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0524PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0628PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0631AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0754AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0854AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0921AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0427PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
