PATH,BEGBAT,ENDBAT,CALLTR,MEDTYP,BAND,MEDCODE,OFFCD,ADVTN,PRODN,INVDAT,ESTCODE,INVNO,BRODMN,ADVTC,PRODC,RUNDAT,TIMEDAY,TYPE,COPYID,RATE,NETWORK,GROBIL,AGYCOM,NETDUE,NETTAX,Comment,Rejected,ICOST,PayeeName,Address1,Address2,Verified,Image_Name,SEQNO
,,,,,,,,,,,,,,,,200221,00650M,60,GWATYU5R400, 2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,00930M,60,GWATYU5R400, 2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,01215M,60,GWATYU5R400, 2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,01415M,60,GWATYU5R400, 2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,01730M,60,GWATYU5R400, 2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,01830M,60,GWATYU5R400, 2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,02030M,60,GWATYU5R400, 2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,02050M,60,GWATYU5R400, 2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200222,00850M,60,GWATYU5R400, 1600,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200222,01015M,60,GWATYU5R400, 1600,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200222,01450M,60,GWATYU5R400, 1600,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200222,01615M,60,GWATYU5R400, 1600,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200222,01650M,60,GWATYU5R400, 1600,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200223,00950M,60,GWATYU5R400, 000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200223,01030M,60,GWATYU5R400, 000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200223,01115M,60,GWATYU5R400, 000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200223,01230M,60,GWATYU5R400, 000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200223,01715M,60,GWATYU5R400, 000,,,,,,,,,,,,,,
