PATH,BEGBAT,ENDBAT,CALLTR,MEDTYP,BAND,MEDCODE,OFFCD,ADVTN,PRODN,INVDAT,ESTCODE,INVNO,BRODMN,ADVTC,PRODC,RUNDAT,TIMEDAY,TYPE,COPYID,RATE,NETWORK,GROBIL,AGYCOM,NETDUE,NETTAX,Comment,Rejected,ICOST,PayeeName,Address1,Address2,Verified,Image_Name,SEQNO
,,,,,,,,,,,,,,,,200323,0953AM,30,TYES0920000,6500,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,1034AM,30,TYES0920000,6500,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,1046AM,30,TYES0920000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,1228PM,30,TYES0920000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,0123PM,30,TYES0920000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,0226PM,30,TYES0920000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,0243PM,30,TYES0920000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,0325PM,30,TYES0920000,6000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,0348PM,30,TYES0920000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,0624PM,30,TYES0920000,1600,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,0724PM,30,TYES0920000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,0854PM,30,TYES0920000,1600,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200323,1151PM,30,TYES0920000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200324,0638AM,30,TYSB0503000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200324,1038PM,30,TYSB0503000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200325,0647AM,30,TYSB0503000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200325,0718PM,30,TYSB0503000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200326,1138AM,30,TYSB0503000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200326,1234PM,30,TYSB0503000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200327,0758AM,30,TYSB0503000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200327,0141PM,30,TYSB0503000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200327,0524PM,30,TYSB0503000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200328,0850AM,30,TYSB0503000,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200328,0840PM,TYSB0503000,:30,000,,,,,,,,,,,,,,
