PATH,BEGBAT,ENDBAT,CALLTR,MEDTYP,BAND,MEDCODE,OFFCD,ADVTN,PRODN,INVDAT,ESTCODE,INVNO,BRODMN,ADVTC,PRODC,RUNDAT,TIMEDAY,TYPE,COPYID,RATE,NETWORK,GROBIL,AGYCOM,NETDUE,NETTAX,Comment,Rejected,ICOST,PayeeName,Address1,Address2,Verified,Image_Name,SEQNO
,,,,,,,,,,,,,,,,200215,0956PM,60,HS204598,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200215,1142PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200216,0821PM,60,HS204598,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200216,0938PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200216,1120PM,60,HS204598,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200217,0820PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200217,0938PM,60,HS204598,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200217,1120PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200219,0936AM,60,OD2045415,1800,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200219,0302PM,60,HS204598,2000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200219,0503PM,60,OD2045415,2000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200219,1003PM,60,HS204598,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200219,1103PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0802AM,60,HS204598,1800,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0920AM,60,OD2045415,1800,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0401PM,60,HS204598,2000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0542PM,60,OD2045415,2000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0902PM,60,HS204598,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,1119PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0600AM,60,HS204598,1800,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0651AM,60,OD2045415,1800,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0825AM,60,HS204598,1800,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0323PM,60,OD2045415,2000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0437PM,60,HS204598,2000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0801PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0903PM,60,HS204598,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200222,0856PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200222,0941PM,60,HS204598,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200222,1019PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200223,0753PM,60,HS204598,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200223,0849PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200223,1136PM,60,HS204598,000,,,,,,,,,,,,,,
