PATH,BEGBAT,ENDBAT,CALLTR,MEDTYP,BAND,MEDCODE,OFFCD,ADVTN,PRODN,INVDAT,ESTCODE,INVNO,BRODMN,ADVTC,PRODC,RUNDAT,TIMEDAY,TYPE,COPYID,RATE,NETWORK,GROBIL,AGYCOM,NETDUE,NETTAX,Comment,Rejected,ICOST,PayeeName,Address1,Address2,Verified,Image_Name,SEQNO
,,,,,,,,,,,,,,,,200219,0141PM,60,HS2045298,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200219,0244PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200219,0340PM,60,HS2045298,3500,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200219,0618PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200219,0933PM,60,HS2045298,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0627AM,60,OD2045415,4000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0733AM,60,HS2045298,4000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0900AM,60,OD2045415,4000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0428PM,60,HS2045298,3500,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0556PM,60,OD2045415,3500,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200220,0953PM,60,HS2045298,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0731AM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0845AM,60,HS2045298,4000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0913AM,60,OD2045415,4000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0954AM,60,HS2045298,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,1249PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0257PM,60,HS2045298,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0334PM,60,OD2045415,3500,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0353PM,60,HS2045298,3500,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0539PM,60,OD2045415,3500,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0716PM,60,HS2045298,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200221,0917PM,60,OD2045415,000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200223,0142PM,60,HS2045298,000,,,,,,,,,,,,,,
