PATH,BEGBAT,ENDBAT,CALLTR,MEDTYP,BAND,MEDCODE,OFFCD,ADVTN,PRODN,INVDAT,ESTCODE,INVNO,BRODMN,ADVTC,PRODC,RUNDAT,TIMEDAY,TYPE,COPYID,RATE,NETWORK,GROBIL,AGYCOM,NETDUE,NETTAX,Comment,Rejected,ICOST,PayeeName,Address1,Address2,Verified,Image_Name,SEQNO
,,,,,,,,,,,,,,,,2020317,0812AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,0907AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,1050AM,60,CREDIT,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,1150AM,60,SILVERADO,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,1237AM,60,TRAX,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,1337AM,60,SILVERADO,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,1507AM,60,EQUINOX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,1620AM,60,TRAX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,1708AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,1837AM,60,EQUINOX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,1920AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,2107AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,2220AM,60,CREDIT,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,2307AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,0638AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,0752AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,0812AM,60,CREDIT,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,0907AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,1020AM,60,TRAX,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,1107AM,60,SILVERADO,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,1221AM,60,EQUINOX,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,1438AM,60,TRAX,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,1537AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,1637AM,60,EQUINOX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,1737AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,1820AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,1920AM,60,CREDIT,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,2037AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,2137AM,60,TRAX,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020318,2220AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,0651AM,60,EQUINOX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,0750AM,60,TRAX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,0837AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,0921AM,60,EQUINOX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,1007AM,60,SILVERADO,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,1107AM,60,SILVERADO,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,1207AM,60,CREDIT,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,1408AM,60,SILVERADO,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,1507AM,60,TRAX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,1638AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,1720AM,60,EQUINOX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,1820AM,60,TRAX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,1937AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,2120AM,60,EQUINOX,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020319,2307AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,0607AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,0739AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,0838AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,0937AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,1107AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,1207AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,1320AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,1407AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,1521AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,1607AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,1707AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,1820AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,1907AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,2020AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020320,2207AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020321,0720AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020321,0920AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020321,1007AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020321,1137AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020321,1220AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020321,1937AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020322,0637AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020322,0725AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020322,1225AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020322,1637AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020322,1837AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020322,2220AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,0638AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,0707AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,0838AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,0907AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,1020AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,1137AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,1307AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,1437AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,1537AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,1638AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,1737AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,1837AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,1937AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,2050AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,2237AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020323,2337AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,0620AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,0751AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,0850AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,0937AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,1107AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,1237AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,1307AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,1437AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,1537AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,1637AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,1720AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,1837AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,1937AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,2050AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,2150AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020324,2307AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,0607AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,0752AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,0837AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,0937AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,1107AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,1220AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,1338AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,1438AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,1520AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,1620AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,1708AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,1820AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,1920AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,2037AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,2207AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020325,2350AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,0638AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,0739AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,0838AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,0937AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,1008AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,1120AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,1307AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,1420AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,1539AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,1620AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,1750AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,1837AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,1937AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,2037AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020326,2350AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,0620AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,0751AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,0837AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,0937AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,1020AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,1107AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,1337AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,1437AM,60,GWMR0080000,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,1537AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,1637AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,1737AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,1837AM,60,GWMR0080000,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,2137AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,2237AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020327,2337AM,60,GWMR0080000,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020328,0620AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020328,0937AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020328,1137AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020328,1337AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020328,1437AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020328,1607AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020329,0725AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020329,1215AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020329,1637AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020329,1737AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020329,1837AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020329,2107AM,60,GWMR0080000,1900,,,,,,,,,,,,,,
